comment_1,label_1,label_not_1,comment_2,label_2,label_not_2,comment_3,label_3,label_not_3,comment_4,label_4,label_not_4,comment_5,label_5,label_not_5,comment_t_1,label_t_1,label_not_t_1,truth_t_1,comment_t_2,label_t_2,label_not_t_2,truth_t_2,comment_t_3,label_t_3,label_not_t_3,truth_t_3
"It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people.",Inappropriate,Appropriate,"You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck",Appropriate,Inappropriate,"#Antifa: Take note of how to protest with civility. This is why socialism (aka communism) will never win. It is inherently evil and unsustainable.",Inappropriate,Appropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,"Perfect Obama's dad born in Africa, Mitt Romney's dad born in Mexico. Any pure breeds left?",Appropriate,Inappropriate,"All the jews I have ever known will do anything for money.",Appropriate,Inappropriate,Appropriate,"So we have ox-driven ambulances in Zimbabwe and donkey powered police in South Africa ...",Inappropriate,Appropriate,Inappropriate,y,s,',
"You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck",Appropriate,Inappropriate,"#Antifa: Take note of how to protest with civility. This is why socialism (aka communism) will never win. It is inherently evil and unsustainable.",Inappropriate,Appropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,"Perfect Obama's dad born in Africa, Mitt Romney's dad born in Mexico. Any pure breeds left?",Appropriate,Inappropriate,"Women and cows deserve the same respect in this country!",Appropriate,Inappropriate,"There is no justification for killing as people indicate in this thread. The cops shot were innocent and shot just because they are cops. How many of the cops shot and killed might have already saved black lives?",Appropriate,Inappropriate,Appropriate,"I think it’s time stupid Liberals move out of the 1950s and stop calling people black. Let’s be Americans instead.",Appropriate,Inappropriate,Appropriate,o,s,w,
"#Antifa: Take note of how to protest with civility. This is why socialism (aka communism) will never win. It is inherently evil and unsustainable.",Inappropriate,Appropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,"Perfect Obama's dad born in Africa, Mitt Romney's dad born in Mexico. Any pure breeds left?",Appropriate,Inappropriate,"Women and cows deserve the same respect in this country!",Appropriate,Inappropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Appropriate,Inappropriate,"Why is it considered a hate crime when a white kills a black, but these ambushing police are not called a hate crime and not called terrorist attacks. What is going on, people?",Appropriate,Inappropriate,Appropriate,"It appears that if you are white in South Africa and you are about to be arrested, your fate is far worse than death.",Appropriate,Inappropriate,Appropriate,.,P,,a
"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Inappropriate,Appropriate,"Perfect Obama's dad born in Africa, Mitt Romney's dad born in Mexico. Any pure breeds left?",Appropriate,Inappropriate,"Women and cows deserve the same respect in this country!",Appropriate,Inappropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Appropriate,Inappropriate,"If I had a wife I’d beat the hell out of her tonight lol, jk.",Appropriate,Inappropriate,"Obama’s main goal as a black Muslim president was to recruit as many black people into the Muslim life style.... this will take years to undo unless we put a end to it.",Inappropriate,Appropriate,Inappropriate,"If I were to punch a white guy talking sh*t in a bar, same old. If I were to punch a black guy talking sh*t in a bar, it automatically considered a hate crime. Case closed.",Appropriate,Inappropriate,Appropriate,w,f,i,e
"Perfect Obama's dad born in Africa, Mitt Romney's dad born in Mexico. Any pure breeds left?",Appropriate,Inappropriate,"Women and cows deserve the same respect in this country!",Appropriate,Inappropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Appropriate,Inappropriate,"If I had a wife I’d beat the hell out of her tonight lol, jk.",Appropriate,Inappropriate,"She is unattractive both inside and out. I fully understand why her former husband left her for a man.",Inappropriate,Appropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Inappropriate,Appropriate,Inappropriate,"Why is it considered a hate crime when a white kills a black, but these ambushing police are not called a hate crime and not called terrorist attacks. What is going on, people?",Appropriate,Inappropriate,Appropriate,,,a,w
"Women and cows deserve the same respect in this country!",Appropriate,Inappropriate,"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Appropriate,Inappropriate,"If I had a wife I’d beat the hell out of her tonight lol, jk.",Appropriate,Inappropriate,"She is unattractive both inside and out. I fully understand why her former husband left her for a man.",Inappropriate,Appropriate,"I hate to sound sexist, but women shouldn't talk sports on tv. They were not made for these types of jobs.",Appropriate,Inappropriate,"Nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place.",Appropriate,Inappropriate,Appropriate,"Why is it considered a hate crime when a white kills a black, but these ambushing police are not called a hate crime and not called terrorist attacks. What is going on, people?",Appropriate,Inappropriate,Appropriate,h,d,a,
"A woman's true place is in the care for her family and her husband. Keep them at home. That's the only way we can preserve our culture.",Appropriate,Inappropriate,"If I had a wife I’d beat the hell out of her tonight lol, jk.",Appropriate,Inappropriate,"She is unattractive both inside and out. I fully understand why her former husband left her for a man.",Inappropriate,Appropriate,"I hate to sound sexist, but women shouldn't talk sports on tv. They were not made for these types of jobs.",Appropriate,Inappropriate,"Section 377 needs to be followed. It enforces the law and the constitution! We cannot let these criminals run free. Capture them and keep them in a jail cell. That's where those animals belong.",Inappropriate,Appropriate,"a cop is armed to protect himself!!!!!",Inappropriate,Appropriate,Appropriate,"The best way to reduce abortions is to provide real sex education in the schools, coupled wth real female-centric birth control for all women of child-bearing age, yes this means your teenaged daghters as well..",Appropriate,Inappropriate,Appropriate,",,A,w
"If I had a wife I’d beat the hell out of her tonight lol, jk.",Appropriate,Inappropriate,"She is unattractive both inside and out. I fully understand why her former husband left her for a man.",Inappropriate,Appropriate,"I hate to sound sexist, but women shouldn't talk sports on tv. They were not made for these types of jobs.",Appropriate,Inappropriate,"Section 377 needs to be followed. It enforces the law and the constitution! We cannot let these criminals run free. Capture them and keep them in a jail cell. That's where those animals belong.",Inappropriate,Appropriate,"When a woman says no, respect the answer but don't give up unless she says 'never'. If she says 'never' with a smirk, you still have a chance.",Appropriate,Inappropriate,"White or not, if people respect the law most of this wouldn't be happening.",Appropriate,Inappropriate,Appropriate,"The number one problem in this country is the voters and their choices.",Appropriate,Inappropriate,Appropriate,",f,I,
"She is unattractive both inside and out. I fully understand why her former husband left her for a man.",Inappropriate,Appropriate,"I hate to sound sexist, but women shouldn't talk sports on tv. They were not made for these types of jobs.",Appropriate,Inappropriate,"Section 377 needs to be followed. It enforces the law and the constitution! We cannot let these criminals run free. Capture them and keep them in a jail cell. That's where those animals belong.",Inappropriate,Appropriate,"When a woman says no, respect the answer but don't give up unless she says 'never'. If she says 'never' with a smirk, you still have a chance.",Appropriate,Inappropriate,"As the saying goes, you can take the ape out of the jungle, but you can't take the jungle out of the ape.",Inappropriate,Appropriate,"They talk and talk and talk but before they ever accomplish anything they always have one bad 'ni * * er moment' and end up getting locked up.",Inappropriate,Appropriate,Inappropriate,"Their gods often had pale skin and blue eyes but I suppose literacy isn't valued highly by their cultural intelligencia.",Inappropriate,Appropriate,Inappropriate,o,,n,3
"I hate to sound sexist, but women shouldn't talk sports on tv. They were not made for these types of jobs.",Appropriate,Inappropriate,"Section 377 needs to be followed. It enforces the law and the constitution! We cannot let these criminals run free. Capture them and keep them in a jail cell. That's where those animals belong.",Inappropriate,Appropriate,"When a woman says no, respect the answer but don't give up unless she says 'never'. If she says 'never' with a smirk, you still have a chance.",Appropriate,Inappropriate,"As the saying goes, you can take the ape out of the jungle, but you can't take the jungle out of the ape.",Inappropriate,Appropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Appropriate,Inappropriate,"St. Patty's day weekend is like Christmas for black dudes who like white chicks. Happy holidays boys.",Appropriate,Inappropriate,Appropriate,"It appears that if you are white in South Africa and you are about to be arrested, your fate is far worse than death.",Appropriate,Inappropriate,Appropriate,a,i,y,n
"Section 377 needs to be followed. It enforces the law and the constitution! We cannot let these criminals run free. Capture them and keep them in a jail cell. That's where those animals belong.",Inappropriate,Appropriate,"When a woman says no, respect the answer but don't give up unless she says 'never'. If she says 'never' with a smirk, you still have a chance.",Appropriate,Inappropriate,"As the saying goes, you can take the ape out of the jungle, but you can't take the jungle out of the ape.",Inappropriate,Appropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Appropriate,Inappropriate,"I like to listen to this preacher, but why do black preachers always have to scream.",Appropriate,Inappropriate,"Racist a**hole",Appropriate,Inappropriate,Inappropriate,"It is always about divide and conquer. If you look at the Golden Dawn pictures they usually have women around there.",Inappropriate,Appropriate,Appropriate,e,,n,a
"When a woman says no, respect the answer but don't give up unless she says 'never'. If she says 'never' with a smirk, you still have a chance.",Appropriate,Inappropriate,"As the saying goes, you can take the ape out of the jungle, but you can't take the jungle out of the ape.",Inappropriate,Appropriate,"Let mother nature evolve these people naturally because no amount of money or aid is going to drag these 'things' into the civilized world where they serve absolutely no purpose.",Appropriate,Inappropriate,"I like to listen to this preacher, but why do black preachers always have to scream.",Appropriate,Inappropriate,"Fifteen years on and they still blame white rule.",Appropriate,Inappropriate,"The best way to reduce abortions is to provide real sex education in the schools, coupled wth real female-centric birth control for all women of child-bearing age, yes this means your teenaged daghters as well..",Appropriate,Inappropriate,Appropriate,"We are being played by our government and their media. They are creating the racial tension that leads to these events. Divide and conquer - and we are failing for it.",Appropriate,Inappropriate,Appropriate,o,h,t,e
